Accession, 129C  Sample  BR1, 129C  Sample  BR1, 129C  Sample  BR1, 131  Sample  BR1, 131  Sample  BR1
XP_005267626.1,5.340495171,5.034477787,5.307821163,4.898857122,4.898857122
XP_005267692.1,4.91759051,5.130920492,5.457109872,4.953967293,4.953967293
XP_005267744.1,3.245353671,3.805630539,2.252538727,3.93021117,3.93021117
XP_005267806.1,5.427469267,3.137377695,5.424966236,3.28216484,3.28216484
XP_005267876.1,2.699059901,3.420371605,2.442363286,3.380737753,3.380737753
XP_005267899.1,6.294066068,6.373716821,6.180316689,6.432603122,6.432603122
XP_005268069.1,3.543573051,3.90608386,2.519325268,4.104428997,4.104428997
XP_005268261.1,5.224123492,6.508163523,5.603477909,6.510816698,6.510816698
XP_005268286.1,5.236452697,6.411502396,5.345295868,6.405744463,6.405744463
XP_005268294.1,4.03474443,5.565303779,4.079087215,5.238687753,5.238687753
XP_005268356.1,2.782961159,4.082368748,2.442363286,4.116624294,4.116624294
XP_005268405.1,6.570384179,5.610229011,6.115176085,5.48046817,5.48046817
XP_005268422.1,7.268688153,7.697346603,7.074312709,7.638754085,7.638754085
XP_005268461.1,7.584957165,7.777806638,7.434933081,7.740786908,7.740786908
XP_005268489.1,9.471349778,9.538812324,9.362858901,9.640057179,9.640057179
XP_005268523.1,4.471754754,5.929228629,4.569951341,5.798132874,5.798132874
XP_005268559.1,8.673577536,9.403532608,8.254298756,9.32702552,9.32702552
XP_005268638.1,5.260799445,2.467548399,5.053438627,2.161786913,2.161786913
XP_005268645.1,7.358468358,7.08832347,7.027325787,7.000958721,7.000958721
XP_005268683.1,3.408773173,0,3.296932847,0,0
XP_005268701.1,5.741096033,5.770320225,5.946025685,5.862307105,5.862307105
XP_005268965.1,2.747897509,2.065090756,3.218323012,2.03158819,2.03158819
XP_005269000.1,3.056822595,4.226698519,2.422463729,4.224984476,4.224984476
XP_005269076.1,4.349466755,5.463190531,3.452211072,5.304606684,5.304606684
XP_005269109.1,3.418643417,2.975997444,3.340001568,3.031015578,3.031015578
XP_005269203.1,1.677299383,1.668677674,1.461992093,1.431084839,1.431084839
XP_005269206.1,1.492775147,1.977627915,1.110519722,1.967197603,1.967197603
XP_005269419.1,4.778624525,4.871569015,4.776100684,4.90042544,4.90042544
XP_005269516.1,3.55912464,5.47170032,3.903590419,5.272144826,5.272144826
XP_005269704.1,7.709650819,7.898823607,7.862179202,7.813447451,7.813447451
XP_005269705.1,2.19646957,2.597648951,2.206735038,2.558928659,2.558928659
XP_005269750.1,4.015795327,5.050962943,4.104287768,4.907461846,4.907461846
XP_005269798.1,6.491840456,6.396902805,6.256759194,6.338438319,6.338438319
XP_005269800.1,0,-0.089072486,0,0.008504577,0.008504577
XP_005269978.1,2.75102587,2.669350416,0.952978446,3.057123282,3.057123282
XP_005270314.1,0.79108904,0,0,0,0
XP_005270320.1,5.00535358,5.839499595,4.987248348,5.926598377,5.926598377
XP_005270330.1,8.645659799,8.858640493,8.429646769,8.915104277,8.915104277
XP_005270689.1,3.386147419,2.441792271,2.896394917,2.640021975,2.640021975
XP_005270743.1,3.219237455,0,3.241223414,0,0
XP_005270945.1,9.195835956,8.613029172,9.068722409,8.965194548,8.965194548
XP_005270952.4,4.056822595,0,3.917874644,0,0
XP_005270993.1,4.457143451,5.091809267,3.881895347,5.195393585,5.195393585
XP_005270994.1,2.651862169,0.183789065,2.952978445,-0.077795269,-0.077795269
XP_005271043.1,3.421264117,3.09844351,3.371479799,3.25643209,3.25643209
XP_005271169.1,9.141904096,9.241052681,8.964205701,9.332568954,9.332568954
XP_005271379.1,3.203337742,2.796113844,1.711970346,3.029869673,3.029869673
XP_005271385.1,4.384805377,2.921696059,4.740378761,2.383431863,2.383431863
XP_005271435.1,4.312182137,5.40278061,4.32400109,5.855127296,5.855127296
XP_005271474.1,6.403895428,6.88107424,6.075905967,6.778950012,6.778950012
XP_005271479.1,4.353931712,4.144894906,4.63624302,4.173508794,4.173508794
XP_005271584.1,5.753887587,5.967680604,5.486158404,6.055082944,6.055082944
XP_005271745.1,2.449781929,3.36580085,1.776100684,3.391037964,3.391037964
XP_005271769.1,3.741620363,5.297816775,3.837501228,5.024126453,5.024126453
XP_005271833.1,4.963713191,4.686067811,5.000731577,4.768897242,4.768897242
XP_005271912.1,5.319224841,4.487522131,5.14735649,4.495177434,4.495177434
XP_005271943.1,3.212444737,3.04967171,2.402285847,3.178946581,3.178946581
XP_005271946.1,1.225248693,3.822664454,0.837501228,4.160740344,4.160740344
XP_005271966.1,3.875688443,4.058942899,4.224082281,3.82810684,3.82810684
XP_005272020.1,4.237940012,4.990874903,3.695482224,4.911045023,4.911045023
XP_005272094.1,0,3.564761515,0,3.444047146,3.444047146
XP_005272105.1,-0.718860106,-0.183092395,0,-0.38497678,-0.38497678
XP_005272152.1,4.701487546,5.032387493,4.141281976,4.743607427,4.743607427
XP_005272257.1,4.455865881,0,4.350570811,0,0
XP_005272268.1,2.934658564,3.879294503,3.135181777,3.760286169,3.760286169
XP_005272318.1,4.711425167,4.987102445,4.711970346,4.7157301,4.7157301
XP_005272372.1,3.954696318,4.612067229,3.059893649,4.720887351,4.720887351
XP_005272732.1,6.535582766,6.785138023,6.393368498,6.846773227,6.846773227
XP_005273055.1,6.305814174,6.272912786,6.190648053,6.157136963,6.157136963
XP_005273156.1,-0.241700895,1.235583681,0,1.376236361,1.376236361
XP_005273159.1,3.526026953,3.09444158,3.760333368,3.1036123,3.1036123
XP_005273248.1,4.537848661,4.66379089,3.768238566,4.645269508,4.645269508
XP_005273419.1,2.956504206,4.569093935,3.461992094,4.506755444,4.506755444
XP_005273428.1,1.714099301,2.183789065,1.007426229,1.946699293,1.946699293
XP_005273466.1,1.269551919,0,1.711970346,0,0
XP_005273547.1,5.037736244,1.900651051,4.917874644,1.780867046,1.780867046
XP_005273592.1,0.922685923,2.014099472,0.896394917,2.070002074,2.070002074
XP_005273739.1,5.057665045,6.603380762,5.113625633,6.289604521,6.289604521
XP_005273790.1,1.490281291,-0.070982029,0,0.568430527,0.568430527
XP_005273819.1,7.736763021,7.316082402,7.622681207,7.272144826,7.272144826
XP_005273996.1,3.616851804,4.854070894,2.791697538,4.825137312,4.825137312
XP_005274090.1,5.284202368,4.479680858,5.075905967,4.526999106,4.526999106
XP_005274246.1,3.986011858,2.642878204,3.27490654,2.559722876,2.559722876
XP_005274365.2,3.206379799,0.984131434,2.422463729,1.431084839,1.431084839
XP_005274380.1,5.513033055,5.61451455,5.483759908,5.540539944,5.540539944
XP_005274402.1,1.894671547,3.029377378,1.678803482,2.901678867,2.901678867
XP_005274612.1,4.092199841,3.229210136,4.355826536,3.419755855,3.419755855
XP_005274734.1,0.948350806,2.843975847,0,2.856501483,2.856501483
XP_005274808.1,4.415360833,4.266146588,4.116724872,4.144420687,4.144420687
XP_005274822.1,1.410752632,3.229666324,1.64485615,3.325771294,3.325771294
XP_005274840.1,6.390918323,6.505199128,6.370181829,6.451768993,6.451768993
XP_005277567.1,5.062079853,6.102932453,5.024028197,6.099863179,6.099863179
XP_005277780.1,1.641785096,3.461734979,0,3.387463617,3.387463617
XP_005278336.1,5.045825746,5.837106569,4.810959441,5.814446029,5.814446029
XP_005278347.1,1.429097775,2.733802389,1.776100684,3.000337256,3.000337256
XP_006710541.1,2.868984903,2.349102805,3.64485615,2.492268355,2.492268355
XP_006710548.1,0.070243111,0,0,0,0
XP_006710589.1,7.807521756,7.363490315,7.645392767,7.383347748,7.383347748
XP_006710801.2,0.614563627,2.068154888,0,2.183591284,2.183591284
XP_006710865.2,5.73807743,6.481022633,5.949506254,6.468200595,6.468200595
XP_006710930.1,2.74894105,3.544369726,3.402285847,3.355347117,3.355347117
XP_006711236.1,6.523742399,6.088040469,6.374072245,6.184428319,6.184428319
XP_006711491.1,3.282581868,3.35956171,1.381821745,3.421941426,3.421941426
XP_006711623.1,3.974905606,0,3.799433187,0,0
XP_006711705.1,1.675105169,2.662608838,0,2.6294693,2.6294693
XP_006711722.1,3.694733976,5.34405547,3.63624302,5.346169636,5.346169636
XP_006711821.1,6.701015824,7.454215539,6.641632249,7.369401207,7.369401207
XP_006712300.2,2.746853213,4.01356975,1.610090732,3.797122936,3.797122936
XP_006712349.1,1.318170625,0,1.896394917,0,0
XP_006712541.1,4.973120644,6.612067229,4.471707248,6.364068811,6.364068811
XP_006712597.1,1.460013852,4.52126541,2.033898441,4.492892223,4.492892223
XP_006712714.1,3.58506673,0,4.392090079,0,0
XP_006712996.1,5.70700198,4.451407004,5.818592766,4.555548351,4.555548351
XP_006713113.1,6.897262298,7.445552588,7.043701616,7.24808001,7.24808001
XP_006713348.1,2.008842566,1.915471439,2.711970346,2.101977518,2.101977518
XP_006713452.1,3.265911506,3.463287516,3.59238873,3.473847158,3.473847158
XP_006713535.1,6.736763021,6.87973056,6.44975542,6.800108622,6.800108622
XP_006713650.1,7.325534013,7.458770819,7.390810528,7.495774109,7.495774109
XP_006713784.1,2.883311684,1.345739878,2.556319476,1.74500471,1.74500471
XP_006713809.1,6.701487546,6.521731141,6.815734999,6.2165737,6.2165737
XP_006713912.1,4.161237643,5.026229678,3.917874644,4.952153722,4.952153722
XP_006713947.1,6.675859807,6.571255277,6.172891583,6.8015362,6.8015362
XP_006714144.1,3.786014483,2.766866922,4.000731577,3.303184609,3.303184609
XP_006714460.1,6.766759925,6.757367045,6.45588673,6.765415947,6.765415947
XP_006714480.1,0.298349183,0.711112941,0,1.078893905,1.078893905
XP_006714592.1,6.007644179,5.169831589,5.521665406,5.419099538,5.419099538
XP_006714694.1,3.942433449,3.412356613,3.556319476,3.275411992,3.275411992
XP_006715038.1,6.326145936,6.201629589,6.471707248,6.050993589,6.050993589
XP_006715197.1,4.930985246,5.969730178,5.174379665,5.887356462,5.887356462
XP_006715324.1,4.290487066,3.724769385,4.098028778,3.675627567,3.675627567
XP_006715516.1,0.862250069,4.971094945,0,4.796112292,4.796112292
XP_006715563.1,0.05006523,0.153335269,0.05989365,0.611963421,0.611963421
XP_006715809.1,7.812427771,7.764783096,8.087404766,7.597895978,7.597895978
XP_006715836.1,0.210173372,3.81112769,1.461992093,3.593467077,3.593467077
XP_006715869.1,0,0.460569478,0,1.045263127,1.045263127
XP_006715894.1,4.109771475,2.690051325,3.791697538,2.370816086,2.370816086
XP_006715898.1,5.08333311,3.13006549,4.707865948,3.051487747,3.051487747
XP_006715930.1,4.977578914,4.930982922,5.040441287,4.860696775,4.860696775
XP_006716010.1,1.381444799,2.203430598,1.110519722,2.038441861,2.038441861
XP_006716347.1,1.756224776,3.328806642,0.952978446,3.199985722,3.199985722
XP_006716403.1,6.607533425,5.401667692,6.541404801,5.289843873,5.289843873
XP_006716419.1,4.533616108,3.769692965,5.442363286,3.613876556,3.613876556
XP_006716431.1,6.234125694,6.803908375,6.067922023,6.78986429,6.78986429
XP_006716684.1,1.340495171,2.878131039,0,2.823154226,2.823154226
XP_006717116.1,4.496197175,3.798268269,4.524001755,3.824476587,3.824476587
XP_006717199.1,4.4143746,4.71876997,3.881895347,4.764425899,4.764425899
XP_006717252.1,5.164369682,3.895197706,4.87824757,4.143626323,4.143626323
XP_006717275.1,1.096715322,1.546568398,0,1.574730515,1.574730515
XP_006717317.1,9.317544319,9.182449454,8.946678931,9.45954947,9.45954947
XP_006717336.2,2.586818637,2.51472934,1.461992093,2.049792785,2.049792785
XP_006717380.1,3.978023985,-0.309948676,4.079087215,-0.991495424,-0.991495424
XP_006717497.1,3.48528061,5.539410428,3.565421683,5.311813972,5.311813972
XP_006717514.1,4.585650935,3.925080021,5.307821163,3.698164456,3.698164456
XP_006717900.1,2.975351501,2.766238159,2.461992093,2.444047145,2.444047145
XP_006718060.1,5.879266853,4.398425225,5.560877757,4.341789796,4.341789796
XP_006718110.1,6.647601998,6.866847803,6.662990079,6.868009306,6.868009306
XP_006718271.1,2.449781929,2.861743252,2.627578159,2.861018985,2.861018985
XP_006718406.1,2.19646957,2.597648951,2.627578159,2.437148411,2.437148411
XP_006718422.1,7.08478025,6.917844206,7.090954803,6.966261942,6.966261942
XP_006718500.1,-0.225212772,2.788702723,0,2.751275793,2.751275793
XP_006718553.1,4.980913599,5.169118266,4.91075021,5.323668751,5.323668751
XP_006718715.1,3.527243904,3.624609453,3.500466241,2.869371284,2.869371284
XP_006718761.1,6.002621927,5.344371446,5.814781152,5.256677009,5.256677009
XP_006718788.1,6.148739883,6.893003383,6.133652688,6.846935903,6.846935903
XP_006719000.1,0.873776322,1.900651051,2.252538727,1.705359958,1.705359958
XP_006719172.1,2.946532665,4.038519135,2.776100683,4.229233949,4.229233949
XP_006719243.1,0.79108904,1.891454558,0,2.009667572,2.009667572
XP_006719435.1,3.364523481,3.246444673,3.171401965,3.340172814,3.340172814
XP_006719476.1,7.569461539,6.425258889,6.307821163,6.605632015,6.605632015
XP_006719604.1,1.413387692,2.522941339,1.776100684,2.588027338,2.588027338
XP_006719627.1,6.089112981,6.600826305,6.171401965,6.367191222,6.367191222
XP_006719768.1,3.007971111,1.704564154,2.776100683,2.014310199,2.014310199
XP_006719800.1,6.208562322,6.31645825,6.193586334,6.293310024,6.293310024
XP_006719812.1,2.997472374,0,3.007426229,0,0
XP_006719845.1,6.426898855,6.203546715,6.256759194,6.092129732,6.092129732
XP_006719978.1,4.27318317,0,4.376660039,0,0
XP_006720161.1,1.739521898,4.399844701,1.422463729,4.249065121,4.249065121
XP_006720310.1,6.854332617,6.771691402,6.890069278,6.758471294,6.758471294
XP_006720360.1,1.864177517,2.968364119,2.537940946,2.801829939,2.801829939
XP_006720438.1,1.343261605,0,1.711970346,0,0
XP_006720471.1,3.522369929,3.59127317,3.903590419,3.55096235,3.55096235
XP_006720483.1,2.565654027,2.63325562,2.728272158,2.587248555,2.587248555
XP_006720551.1,0.563283122,1.675391018,0,1.802501116,1.802501116
XP_006720617.1,3.985126497,4.974909438,4.195053233,4.863754868,4.863754868
XP_006720628.1,4.878313478,5.440512021,5.000731577,5.2849292,5.2849292
XP_006720633.1,11.82960349,11.50259733,11.98404339,11.51200175,11.51200175
XP_006720771.1,3.813207446,2.63325562,3.263765983,2.879585097,2.879585097
XP_006720775.1,4.980469419,5.1530948,5.39209008,4.967047938,4.967047938
XP_006720788.1,6.370807524,4.973548277,6.265163266,5.107147986,5.107147986
XP_006720960.1,4.240910049,4.055087141,3.980459182,4.332525388,4.332525388
XP_006720984.1,1.151405964,4.715190887,1.340001568,4.440386301,4.440386301
XP_006721129.1,0,1.829000676,0,2.052052293,2.052052293
XP_006721347.1,-0.0335927,0.25004691,0,0.116084465,0.116084465
XP_006721594.1,3.384805377,5.462608487,2.678803482,5.430542207,5.430542207
XP_006721622.1,2.473965297,4.479872617,2.994005714,4.29748225,4.29748225
XP_006721660.1,1.741620364,2.608213033,1.340001568,3.055434932,3.055434932
XP_006721703.1,2.389497072,2.683406011,2.206735038,2.69672104,2.69672104
XP_006721808.1,2.216222417,0,2.791697538,0,0
XP_006721818.1,0.315355609,1.504963598,0,1.666070827,1.666070827
XP_006721880.1,1.182634348,0,2.135181777,0,0
XP_006722064.1,1.346022745,2.452775321,0,2.396827456,2.396827456
XP_006722179.1,5.074411548,4.788547919,5.192117942,4.659602574,4.659602574
XP_006722277.1,4.838427436,4.807312447,4.263765983,4.650684405,4.650684405
XP_006722494.1,5.003387311,5.126762867,5.39209008,5.25336709,5.25336709
XP_006722582.1,0.251993548,1.594110329,1.206735038,1.844819679,1.844819679
XP_006722634.1,0.600757828,2.241929192,0,1.719644184,1.719644184
XP_006722649.1,-0.040788201,1.585582058,0,1.640772793,1.640772793
XP_006722700.1,1.866102394,2.464450823,1.867248571,2.169091714,2.169091714
XP_006722776.1,6.506337688,5.315222951,6.499279326,5.12670888,5.12670888
XP_006722863.1,2.951073729,4.042419367,2.519325268,4.030156234,4.030156234
XP_006722909.1,5.279696477,5.234106615,5.39209008,5.185136201,5.185136201
XP_006723006.1,4.154953092,3.220973986,3.627578159,3.283126957,3.283126957
XP_006723176.1,5.392171206,5.463578431,5.315933808,5.608801191,5.608801191
XP_006723200.1,6.280598782,6.006266295,6.298298389,5.994695281,5.994695281
XP_006723226.1,4.15927666,4.103679253,3.783920188,4.170132244,4.170132244
XP_006723234.1,4.514721226,3.594464583,4.224082281,3.674894677,3.674894677
XP_006723537.1,0.815201496,1.516973615,0,1.544557477,1.544557477
XP_006723659.1,3.666847019,2.359144806,4.280444724,2.531661793,2.531661793
XP_006723754.1,3.429097776,3.959590576,3.307821163,3.924981222,3.924981222
XP_006723899.1,3.204098858,3.37283941,3.285961729,3.294145435,3.294145435
XP_006723917.1,5.40397824,5.180135328,5.54486036,5.089932176,5.089932176
XP_006724039.1,1.659651517,2.292586455,1.610090732,2.309809,2.309809
XP_006724053.1,8.302886104,8.482315306,8.465035112,8.354274645,8.354274645
XP_006724163.1,1.426491279,3.714050223,0.252538727,3.681112411,3.681112411
XP_006724344.3,4.369281491,3.616608954,4.65768019,3.534896537,3.534896537
XP_006724409.1,4.978468917,4.995442523,4.033898441,5.054590015,5.054590015
XP_006724559.1,1.879505099,2.789940557,1.537940946,2.93021117,2.93021117
XP_006724567.1,2.995715132,0,2.867248571,0,0
XP_006724592.1,6.244151541,5.665224939,6.115176085,5.79653348,5.79653348
XP_006724806.1,1.154559397,0.494372187,0,0.917255515,0.917255515
XP_006724826.1,1.953791523,1.521451721,1.159429323,1.761667399,1.761667399
XP_006724847.1,7.0039884,7.404650401,6.835621495,7.222008651,7.222008651
XP_006724878.1,7.646657472,8.064387641,7.51873964,8.022885069,8.022885069
XP_006725288.1,5.046250256,4.728324813,4.27490654,4.70715324,4.70715324
XP_006725507.1,5.899378549,6.888496366,6.124443965,7.046573944,7.046573944
XP_011507381.1,2.737420375,0,0.05989365,0,0
XP_011507507.1,0.774787227,1.735730696,1.296932847,1.490603386,1.490603386
XP_011507589.1,2.765535856,0,1.610090732,0,0
XP_011507610.1,1.572743452,0.488284857,2.361063184,0.706794762,0.706794762
XP_011507698.1,4.59351464,4.548580908,4.64485615,4.380513018,4.380513018
XP_011507753.1,3.135534571,3.356640851,2.852451569,3.264736097,3.264736097
XP_011507873.1,-0.362716297,1.988450884,0,2.255942128,2.255942128
XP_011507965.1,3.393506417,3.669014084,3.27490654,3.57394452,3.57394452
XP_011507991.1,0.148245623,2.329658041,0,2.65198841,2.65198841
XP_011508084.1,3.631071267,5.550316728,3.547159477,5.359686052,5.359686052
XP_011508121.1,5.171586586,3.85229454,5.113625633,3.682206883,3.682206883
XP_011508153.1,2.66629479,3.609265198,3.206735038,3.263761632,3.263761632
XP_011508202.1,2.770682829,0,3.432447817,0,0
XP_011508215.1,5.932019312,5.462511456,6.186229382,5.54896388,5.54896388
XP_011508427.1,0.090142669,0,1.500466241,0,0
XP_011508441.1,7.36698941,6.579197355,7.344635142,6.550363099,6.550363099
XP_011508525.1,5.511342907,5.614951135,5.699621954,5.496111251,5.496111251
XP_011508534.1,3.6557621,4.001064985,4.229818651,3.924056318,3.924056318
XP_011508685.1,3.430399259,4.042679008,3.924964069,3.89508619,3.89508619
XP_011508833.1,1.465102728,2.338990415,2.135181777,2.768553784,2.768553784
XP_011508883.1,3.953338912,2.705220372,3.442363286,2.859729713,2.859729713
XP_011509080.1,1.737420375,3.450820185,1.980459182,3.163877776,3.163877776
XP_011509096.1,4.271005517,2.833809664,4.437414071,3.255942128,3.255942128
XP_011509125.1,4.63022204,4.986022785,4.889163348,5.084975403,5.084975403
XP_011509130.1,0,1.963435568,0,1.728147322,1.728147322
XP_011509159.1,2.419954362,2.970003235,1.807127579,3.120397457,3.120397457
XP_011509172.1,3.067736256,2.447294248,2.318627918,2.264736097,2.264736097
XP_011509246.1,2.273908324,3.673044899,2.807127579,3.677824009,3.677824009
XP_011509390.1,2.763471914,3.525172887,3.110519723,3.723902017,3.723902017
XP_011509555.1,4.419626738,4.471025239,4.229818651,4.45497427,4.45497427
XP_011509660.1,5.303330133,4.057915704,4.903590419,4.099794923,4.099794923
XP_011509687.1,2.304040296,3.278545516,2.610090732,2.871931524,2.871931524
XP_011509738.1,5.323784231,6.515664879,5.007426229,6.464918613,6.464918613
XP_011509746.1,4.234591395,4.771260601,4.366280893,4.739582682,4.739582682
XP_011509756.1,1.304040295,2.045531979,0,1.860374493,1.860374493
XP_011509781.1,4.310769461,2.317692493,4.596834636,2.417128792,2.417128792
XP_011509878.1,8.945196006,9.356542952,9.049997613,9.210810119,9.210810119
XP_011509935.1,4.266640324,5.183200378,3.95989786,5.156808936,5.156808936
XP_011509985.1,0.490281291,0.323687673,0,-0.122961586,-0.122961586
XP_011510036.1,-0.362716297,2.455117993,0,2.082214263,2.082214263
XP_011510082.1,0.959211798,1.287337104,1.381821745,1.492268355,1.492268355
XP_011510318.1,1.911545365,2.181904421,3.110519723,2.023550871,2.023550871
XP_011510411.1,6.402155295,3.448078534,4.77217498,4.834355843,4.834355843
XP_011510535.1,3.788046448,3.314685534,3.098028778,3.176359714,3.176359714
XP_011510613.1,8.41346996,8.183038447,8.566555431,8.144304869,8.144304869
XP_011510675.1,0.269551919,0,0,0,0
XP_011510978.1,2.451064895,2.7286476,2.760333368,2.570008105,2.570008105
XP_011511047.1,3.706599198,4.029639376,2.135181777,4.09788244,4.09788244
XP_011511100.1,2.211688013,1.332209227,0,2.070002074,2.070002074
XP_011511125.1,5.325184226,5.614165187,5.255353743,5.609376658,5.609376658
XP_011511152.1,5.766953105,5.955735309,5.471707248,6.078339768,6.078339768
XP_011511172.1,7.768465449,8.054717089,7.538518833,7.955212801,7.955212801
XP_011511197.1,3.063548458,3.29476806,3.547159477,3.087731268,3.087731268
XP_011511210.1,4.640379919,4.494562003,5.056669748,4.547363108,4.547363108
XP_011511214.1,5.405964283,5.31404037,5.334687769,5.418552378,5.418552378
XP_011511221.1,5.429097775,6.177773158,5.547159476,5.727440639,5.727440639
XP_011511226.1,2.40281845,2.977084629,2.519325268,2.905432629,2.905432629
XP_011511252.1,2.930985246,0,2.952978445,0,0
XP_011511369.1,0,3.664634621,0,3.65198841,3.65198841
XP_011511393.1,6.649628894,6.649968049,6.518153774,6.642366983,6.642366983
XP_011511423.1,2.998350193,3.573053924,2.760333368,3.339710486,3.339710486
XP_011511565.1,7.572522434,7.65133077,7.486757405,7.709749545,7.709749545
XP_011511727.1,5.113219746,4.592337759,5.132121977,4.906681716,4.906681716
XP_011511782.1,4.983575808,5.219481879,4.432447817,5.140842604,5.140842604
XP_011511842.1,6.633969027,4.884228784,3.500466241,6.138784504,6.138784504
XP_011511846.1,5.668778153,5.903370013,5.610090732,5.693015678,5.693015678
XP_011511892.2,2.940151065,2.389674808,2.110519723,2.623404362,2.623404362
XP_011511944.1,3.786014483,4.235583681,3.452211072,4.322265351,4.322265351
XP_011512018.1,3.222997412,2.161009197,3.371479799,2.230232009,2.230232009
XP_011512129.1,6.782324235,7.382589908,6.551746746,7.282255066,7.282255066
XP_011512243.2,0,2.408332355,0,2.228235199,2.228235199
XP_011512267.2,3.637283704,3.171019677,3.791697538,3.23620591,3.23620591
XP_011512310.1,0.766566721,0,1.867248571,0,0
XP_011512318.2,4.522675035,3.096944087,4.252538727,3.299385542,3.299385542
XP_011512359.1,2.869944461,3.134944409,3.318627918,3.195904545,3.195904545
XP_011512416.1,1.782961159,1.495890014,2.183276065,1.347090016,1.347090016
XP_011512454.1,2.961914319,5.266591246,3.610090731,5.268384489,5.268384489
XP_011512464.1,0,1.435478497,0,1.265709904,1.265709904
XP_011512465.1,5.017961211,5.108896064,4.392090079,5.013440843,5.013440843
XP_011512635.1,8.728123905,8.462390159,8.954494906,8.554266237,8.554266237
XP_011512643.1,5.240539128,4.063300336,4.720144277,4.284568931,4.284568931
XP_011512733.1,3.788046448,3.702593708,4.00742623,3.640397433,3.640397433
XP_011512740.2,5.86718401,6.522708687,5.935533311,6.540288477,6.540288477
XP_011512864.1,1.795135873,0.239213104,0,0.294622596,0.294622596
XP_011512974.1,6.48308735,6.09444158,6.255353743,6.139581536,6.139581536
XP_011513022.1,5.058086085,5.407425349,5.376660039,5.300455041,5.300455041
XP_011513024.1,5.495264699,5.473723668,5.572210848,5.394046946,5.394046946
XP_011513025.2,2.55017304,0,2.135181777,0,0
XP_011513026.1,3.304040296,3.868789396,1.744391823,3.95033787,3.95033787
XP_011513028.1,1.012323135,2.862331747,1.007426229,2.622644449,2.622644449
XP_011513081.1,1.392171206,1.964532257,0,2.168050433,2.168050433
XP_011513172.1,1.40811275,4.693858565,1.711970346,4.424559748,4.424559748
XP_011513314.1,2.895614176,4.353714067,2.661929663,4.610239428,4.610239428
XP_011513360.1,3.753627665,3.495510707,3.471707248,3.474268445,3.474268445
XP_011513383.1,3.736368465,4.228069034,3.471707248,4.849698598,4.849698598
XP_011513484.1,3.784997426,1.12615044,3.807127579,1.336006516,1.336006516
XP_011513547.1,4.399831847,4.757248393,3.661929663,4.779163142,4.779163142
XP_011513627.1,3.13153929,3.912633163,2.939039254,3.801829939,3.801829939
XP_011513671.1,0,2.930141127,0,3.095967418,3.095967418
XP_011513768.1,5.913059028,6.71986632,5.345295868,6.652965641,6.652965641
XP_011513778.1,2.479005285,0,3.206735038,0,0
XP_011513814.1,2.188799721,4.101686925,1.952978446,3.843841911,3.843841911
XP_011514057.1,3.660760855,4.495700373,3.807127579,4.320860585,4.320860585
XP_011514185.1,4.79336678,4.599061972,5.069522351,4.447698724,4.447698724
XP_011514284.1,2.702295854,2.659903361,1.867248571,2.654221109,2.654221109
XP_011514334.1,1.505180168,3.518467862,1.610090732,3.523135922,3.523135922
XP_011514385.1,3.24978365,3.953251471,3.63624302,3.774723551,3.774723551
XP_011514576.1,1.977133707,2.965080289,2.085428742,2.644521028,2.644521028
XP_011514658.1,3.99791135,4.083126267,3.859869041,4.078893905,4.078893905
XP_011514672.1,6.848259382,6.516272654,6.717084477,6.457053889,6.457053889
XP_011514684.1,4.629655611,5.167095268,3.736354504,4.926675339,4.926675339
XP_011514699.1,5.485437144,6.660368727,5.940789036,6.655939792,6.655939792
XP_011514713.1,6.604654081,6.449401052,6.022376571,6.631737095,6.631737095
XP_011514829.1,0.240168113,0.687396871,1.206735038,0.811864956,0.811864956
XP_011514860.1,1.842832615,-0.397411517,1.206735038,-0.849767314,-0.849767314
XP_011514861.1,3.300485982,0.869375024,3.340001568,1.370816086,1.370816086
XP_011514891.1,3.424533313,3.248697125,2.776100683,3.052052293,3.052052293
XP_011514934.1,6.40852555,7.41044649,6.492137257,7.408805608,7.408805608
XP_011514987.1,0.955600545,0,2.744391824,0,0
XP_011515093.1,6.095177541,5.37572769,6.080675212,5.419974561,5.419974561
XP_011515149.1,6.259427062,6.36839255,6.175866213,6.249126668,6.249126668
XP_011515262.1,5.4391537,4.511168748,5.192117942,4.454547312,4.454547312
XP_011515270.2,4.840386954,5.415768427,4.350570811,5.547363108,5.547363108
XP_011515354.1,3.721028941,4.439427843,3.528663132,4.3519124,4.3519124
XP_011515377.1,1.911545365,3.812041849,1.952978446,3.858762002,3.858762002
XP_011515392.1,5.73030505,5.756457139,5.524001755,5.929443248,5.929443248
XP_011515550.2,3.49402046,0,2.807127579,0,0
XP_011515603.1,1.616851804,0,1.340001568,0,0
XP_011515672.1,-0.283764955,-1.075483422,0,-0.174862687,-0.174862687
XP_011515830.1,3.268824571,0,2.481357418,0,0
XP_011515960.1,3.432349287,3.836507692,3.50992657,3.846773227,3.846773227
XP_011516104.1,6.903074535,6.23069222,6.757357715,6.426084911,6.426084911
XP_011516218.1,0,2.183789065,0,2.254961703,2.254961703
XP_011516262.1,2.357014761,2.939095043,2.744391824,2.857147708,2.857147708
XP_011516267.1,4.361456454,3.024653249,2.711970346,3.46157603,3.46157603
XP_011516468.1,1.029601127,-0.629227192,0,0.098702386,0.098702386
